,schedule_date,schedule_season,schedule_week,team,score,opponent_score,opponent_team,team_favorite_id,spread_favorite,over_under_line,margin,home_team,id
113,2010-10-31,2010,8,TEN,25.0,33.0,LAC,LAC,-6.0,45.0,-8.0,LAC,TEN2010-10-31
107,2010-10-31,2010,8,WAS,25.0,37.0,DET,DET,-3.0,45.0,-12.0,DET,WAS2010-10-31
116,2010-11-01,2010,8,HOU,17.0,30.0,IND,IND,-5.5,51.0,-13.0,IND,HOU2010-11-01
116,2010-11-01,2010,8,IND,30.0,17.0,HOU,IND,-5.5,51.0,13.0,IND,IND2010-11-01
125,2010-11-07,2010,9,ARI,24.0,27.0,MIN,MIN,-7.5,42.5,-3.0,MIN,ARI2010-11-07
117,2010-11-07,2010,9,ATL,27.0,21.0,TB,ATL,-9.0,45.5,6.0,ATL,ATL2010-11-07
118,2010-11-07,2010,9,BAL,26.0,10.0,MIA,BAL,-5.0,41.0,16.0,BAL,BAL2010-11-07
119,2010-11-07,2010,9,BUF,19.0,22.0,CHI,CHI,-3.0,41.5,-3.0,BUF,BUF2010-11-07
120,2010-11-07,2010,9,CAR,3.0,34.0,NO,NO,-6.5,40.5,-31.0,CAR,CAR2010-11-07
119,2010-11-07,2010,9,CHI,22.0,19.0,BUF,CHI,-3.0,41.5,3.0,BUF,CHI2010-11-07
121,2010-11-07,2010,9,CLE,34.0,14.0,NE,NE,-4.0,43.5,20.0,CLE,CLE2010-11-07
123,2010-11-07,2010,9,DAL,7.0,45.0,GB,GB,-7.0,45.5,-38.0,GB,DAL2010-11-07
122,2010-11-07,2010,9,DET,20.0,23.0,NYJ,NYJ,-5.5,42.0,-3.0,DET,DET2010-11-07
123,2010-11-07,2010,9,GB,45.0,7.0,DAL,GB,-7.0,45.5,38.0,GB,GB2010-11-07
124,2010-11-07,2010,9,HOU,23.0,29.0,LAC,LAC,-3.0,49.5,-6.0,HOU,HOU2010-11-07
127,2010-11-07,2010,9,IND,24.0,26.0,PHI,PHI,-3.0,47.0,-2.0,PHI,IND2010-11-07
126,2010-11-07,2010,9,KC,20.0,23.0,OAK,PICK,0.0,41.0,-3.0,OAK,KC2010-11-07
124,2010-11-07,2010,9,LAC,29.0,23.0,HOU,LAC,-3.0,49.5,6.0,HOU,LAC2010-11-07
118,2010-11-07,2010,9,MIA,10.0,26.0,BAL,BAL,-5.0,41.0,-16.0,BAL,MIA2010-11-07
125,2010-11-07,2010,9,MIN,27.0,24.0,ARI,MIN,-7.5,42.5,3.0,MIN,MIN2010-11-07
121,2010-11-07,2010,9,NE,14.0,34.0,CLE,NE,-4.0,43.5,-20.0,CLE,NE2010-11-07
120,2010-11-07,2010,9,NO,34.0,3.0,CAR,NO,-6.5,40.5,31.0,CAR,NO2010-11-07
128,2010-11-07,2010,9,NYG,41.0,7.0,SEA,NYG,-7.5,40.5,34.0,SEA,NYG2010-11-07
122,2010-11-07,2010,9,NYJ,23.0,20.0,DET,NYJ,-5.5,42.0,3.0,DET,NYJ2010-11-07
126,2010-11-07,2010,9,OAK,23.0,20.0,KC,PICK,0.0,41.0,3.0,OAK,OAK2010-11-07
127,2010-11-07,2010,9,PHI,26.0,24.0,IND,PHI,-3.0,47.0,2.0,PHI,PHI2010-11-07
128,2010-11-07,2010,9,SEA,7.0,41.0,NYG,NYG,-7.5,40.5,-34.0,SEA,SEA2010-11-07
117,2010-11-07,2010,9,TB,21.0,27.0,ATL,ATL,-9.0,45.5,-6.0,ATL,TB2010-11-07
129,2010-11-08,2010,9,CIN,21.0,27.0,PIT,PIT,-5.5,41.5,-6.0,CIN,CIN2010-11-08
129,2010-11-08,2010,9,PIT,27.0,21.0,CIN,PIT,-5.5,41.5,6.0,CIN,PIT2010-11-08
130,2010-11-11,2010,10,ATL,26.0,21.0,BAL,ATL,-1.0,44.0,5.0,ATL,ATL2010-11-11
130,2010-11-11,2010,10,BAL,21.0,26.0,ATL,ATL,-1.0,44.0,-5.0,ATL,BAL2010-11-11
131,2010-11-14,2010,10,ARI,18.0,36.0,SEA,ARI,-4.0,41.5,-18.0,ARI,ARI2010-11-14
132,2010-11-14,2010,10,BUF,14.0,12.0,DET,BUF,-1.5,45.0,2.0,BUF,BUF2010-11-14
142,2010-11-14,2010,10,CAR,16.0,31.0,TB,TB,-7.0,37.0,-15.0,TB,CAR2010-11-14
133,2010-11-14,2010,10,CHI,27.0,13.0,MIN,MIN,-1.0,41.5,14.0,CHI,CHI2010-11-14
136,2010-11-14,2010,10,CIN,17.0,23.0,IND,IND,-7.0,47.0,-6.0,IND,CIN2010-11-14
134,2010-11-14,2010,10,CLE,20.0,26.0,NYJ,NYJ,-3.5,37.0,-6.0,CLE,CLE2010-11-14
139,2010-11-14,2010,10,DAL,33.0,20.0,NYG,NYG,-12.5,46.5,13.0,NYG,DAL2010-11-14
135,2010-11-14,2010,10,DEN,49.0,29.0,KC,KC,-1.0,44.5,20.0,DEN,DEN2010-11-14
132,2010-11-14,2010,10,DET,12.0,14.0,BUF,BUF,-1.5,45.0,-2.0,BUF,DET2010-11-14
137,2010-11-14,2010,10,HOU,24.0,31.0,JAX,PICK,0.0,48.5,-7.0,JAX,HOU2010-11-14
136,2010-11-14,2010,10,IND,23.0,17.0,CIN,IND,-7.0,47.0,6.0,IND,IND2010-11-14
137,2010-11-14,2010,10,JAX,31.0,24.0,HOU,PICK,0.0,48.5,7.0,JAX,JAX2010-11-14
135,2010-11-14,2010,10,KC,29.0,49.0,DEN,KC,-1.0,44.5,-20.0,DEN,KC2010-11-14
141,2010-11-14,2010,10,LAR,20.0,23.0,SF,SF,-4.5,39.0,-3.0,SF,LAR2010-11-14
138,2010-11-14,2010,10,MIA,29.0,17.0,TEN,MIA,-1.0,43.0,12.0,MIA,MIA2010-11-14
133,2010-11-14,2010,10,MIN,13.0,27.0,CHI,MIN,-1.0,41.5,-14.0,CHI,MIN2010-11-14
140,2010-11-14,2010,10,NE,39.0,26.0,PIT,PIT,-4.5,45.0,13.0,PIT,NE2010-11-14
139,2010-11-14,2010,10,NYG,20.0,33.0,DAL,NYG,-12.5,46.5,-13.0,NYG,NYG2010-11-14
134,2010-11-14,2010,10,NYJ,26.0,20.0,CLE,NYJ,-3.5,37.0,6.0,CLE,NYJ2010-11-14
140,2010-11-14,2010,10,PIT,26.0,39.0,NE,PIT,-4.5,45.0,-13.0,PIT,PIT2010-11-14
131,2010-11-14,2010,10,SEA,36.0,18.0,ARI,ARI,-4.0,41.5,18.0,ARI,SEA2010-11-14
141,2010-11-14,2010,10,SF,23.0,20.0,LAR,SF,-4.5,39.0,3.0,SF,SF2010-11-14
142,2010-11-14,2010,10,TB,31.0,16.0,CAR,TB,-7.0,37.0,15.0,TB,TB2010-11-14
138,2010-11-14,2010,10,TEN,17.0,29.0,MIA,MIA,-1.0,43.0,-12.0,MIA,TEN2010-11-14
143,2010-11-15,2010,10,PHI,59.0,28.0,WAS,PHI,-3.5,43.5,31.0,WAS,PHI2010-11-15
143,2010-11-15,2010,10,WAS,28.0,59.0,PHI,PHI,-3.5,43.5,-31.0,WAS,WAS2010-11-15
144,2010-11-18,2010,11,CHI,16.0,0.0,MIA,MIA,-2.0,40.0,16.0,MIA,CHI2010-11-18
144,2010-11-18,2010,11,MIA,0.0,16.0,CHI,MIA,-2.0,40.0,-16.0,MIA,MIA2010-11-18
149,2010-11-21,2010,11,ARI,13.0,31.0,KC,KC,-7.0,45.0,-18.0,KC,ARI2010-11-21
157,2010-11-21,2010,11,ATL,34.0,17.0,LAR,ATL,-3.5,43.5,17.0,LAR,ATL2010-11-21
145,2010-11-21,2010,11,BAL,37.0,13.0,CAR,BAL,-13.5,37.0,24.0,CAR,BAL2010-11-21
146,2010-11-21,2010,11,BUF,49.0,31.0,CIN,CIN,-4.0,41.0,18.0,CIN,BUF2010-11-21
145,2010-11-21,2010,11,CAR,13.0,37.0,BAL,BAL,-13.5,37.0,-24.0,CAR,CAR2010-11-21
146,2010-11-21,2010,11,CIN,31.0,49.0,BUF,CIN,-4.0,41.0,-18.0,CIN,CIN2010-11-21
148,2010-11-21,2010,11,CLE,20.0,24.0,JAX,JAX,-2.5,43.0,-4.0,JAX,CLE2010-11-21
147,2010-11-21,2010,11,DAL,35.0,19.0,DET,DAL,-7.0,44.5,16.0,DAL,DAL2010-11-21
147,2010-11-21,2010,11,DET,19.0,35.0,DAL,DAL,-7.0,44.5,-16.0,DAL,DET2010-11-21
150,2010-11-21,2010,11,GB,31.0,3.0,MIN,GB,-3.0,45.0,28.0,MIN,GB2010-11-21
153,2010-11-21,2010,11,HOU,27.0,30.0,NYJ,NYJ,-6.5,46.0,-3.0,NYJ,HOU2010-11-21
151,2010-11-21,2010,11,IND,28.0,31.0,NE,NE,-4.5,50.0,-3.0,NE,IND2010-11-21
148,2010-11-21,2010,11,JAX,24.0,20.0,CLE,JAX,-2.5,43.0,4.0,JAX,JAX2010-11-21
149,2010-11-21,2010,11,KC,31.0,13.0,ARI,KC,-7.0,45.0,18.0,KC,KC2010-11-21
157,2010-11-21,2010,11,LAR,17.0,34.0,ATL,ATL,-3.5,43.5,-17.0,LAR,LAR2010-11-21
150,2010-11-21,2010,11,MIN,3.0,31.0,GB,GB,-3.0,45.0,-28.0,MIN,MIN2010-11-21
151,2010-11-21,2010,11,NE,31.0,28.0,IND,NE,-4.5,50.0,3.0,NE,NE2010-11-21
152,2010-11-21,2010,11,NO,34.0,19.0,SEA,NO,-11.0,45.0,15.0,NO,NO2010-11-21
154,2010-11-21,2010,11,NYG,17.0,27.0,PHI,PHI,-3.5,48.0,-10.0,PHI,NYG2010-11-21
153,2010-11-21,2010,11,NYJ,30.0,27.0,HOU,NYJ,-6.5,46.0,3.0,NYJ,NYJ2010-11-21
155,2010-11-21,2010,11,OAK,3.0,35.0,PIT,PIT,-7.0,41.0,-32.0,PIT,OAK2010-11-21
154,2010-11-21,2010,11,PHI,27.0,17.0,NYG,PHI,-3.5,48.0,10.0,PHI,PHI2010-11-21
155,2010-11-21,2010,11,PIT,35.0,3.0,OAK,PIT,-7.0,41.0,32.0,PIT,PIT2010-11-21
152,2010-11-21,2010,11,SEA,19.0,34.0,NO,NO,-11.0,45.0,-15.0,NO,SEA2010-11-21
156,2010-11-21,2010,11,SF,0.0,21.0,TB,SF,-3.5,41.5,-21.0,SF,SF2010-11-21
156,2010-11-21,2010,11,TB,21.0,0.0,SF,SF,-3.5,41.5,21.0,SF,TB2010-11-21
158,2010-11-21,2010,11,TEN,16.0,19.0,WAS,TEN,-7.0,44.5,-3.0,TEN,TEN2010-11-21
158,2010-11-21,2010,11,WAS,19.0,16.0,TEN,TEN,-7.0,44.5,3.0,TEN,WAS2010-11-21
159,2010-11-22,2010,11,DEN,14.0,35.0,LAC,LAC,-9.0,50.0,-21.0,LAC,DEN2010-11-22
159,2010-11-22,2010,11,LAC,35.0,14.0,DEN,LAC,-9.0,50.0,21.0,LAC,LAC2010-11-22
162,2010-11-25,2010,12,CIN,10.0,26.0,NYJ,NYJ,-9.5,43.5,-16.0,NYJ,CIN2010-11-25
160,2010-11-25,2010,12,DAL,27.0,30.0,NO,NO,-4.5,49.0,-3.0,DAL,DAL2010-11-25
161,2010-11-25,2010,12,DET,24.0,45.0,NE,NE,-7.5,50.5,-21.0,DET,DET2010-11-25
161,2010-11-25,2010,12,NE,45.0,24.0,DET,NE,-7.5,50.5,21.0,DET,NE2010-11-25
160,2010-11-25,2010,12,NO,30.0,27.0,DAL,NO,-4.5,49.0,3.0,DAL,NO2010-11-25
162,2010-11-25,2010,12,NYJ,26.0,10.0,CIN,NYJ,-9.5,43.5,16.0,NYJ,NYJ2010-11-25
163,2010-11-28,2010,12,ATL,20.0,17.0,GB,ATL,-2.0,48.0,3.0,ATL,ATL2010-11-28
164,2010-11-28,2010,12,BAL,17.0,10.0,TB,BAL,-7.5,41.5,7.0,BAL,BAL2010-11-28
165,2010-11-28,2010,12,BUF,16.0,19.0,PIT,PIT,-7.0,44.0,-3.0,BUF,BUF2010-11-28
167,2010-11-28,2010,12,CAR,23.0,24.0,CLE,CLE,-7.5,37.5,-1.0,CLE,CAR2010-11-28
166,2010-11-28,2010,12,CHI,31.0,26.0,PHI,PHI,-3.5,43.0,5.0,CHI,CHI2010-11-28
167,2010-11-28,2010,12,CLE,24.0,23.0,CAR,CLE,-7.5,37.5,1.0,CLE,CLE2010-11-28
168,2010-11-28,2010,12,DEN,33.0,36.0,LAR,DEN,-3.0,45.0,-3.0,DEN,DEN2010-11-28
163,2010-11-28,2010,12,GB,17.0,20.0,ATL,ATL,-2.0,48.0,-3.0,ATL,GB2010-11-28
169,2010-11-28,2010,12,HOU,20.0,0.0,TEN,HOU,-5.0,46.5,20.0,HOU,HOU2010-11-28
170,2010-11-28,2010,12,IND,14.0,36.0,LAC,IND,-2.0,51.0,-22.0,IND,IND2010-11-28
171,2010-11-28,2010,12,JAX,20.0,24.0,NYG,NYG,-7.5,44.0,-4.0,NYG,JAX2010-11-28
173,2010-11-28,2010,12,KC,42.0,24.0,SEA,KC,-2.0,45.0,18.0,SEA,KC2010-11-28
170,2010-11-28,2010,12,LAC,36.0,14.0,IND,IND,-2.0,51.0,22.0,IND,LAC2010-11-28
168,2010-11-28,2010,12,LAR,36.0,33.0,DEN,DEN,-3.0,45.0,3.0,DEN,LAR2010-11-28
172,2010-11-28,2010,12,MIA,33.0,17.0,OAK,LVR,-3.0,38.0,16.0,OAK,MIA2010-11-28
174,2010-11-28,2010,12,MIN,17.0,13.0,WAS,MIN,-2.5,44.0,4.0,WAS,MIN2010-11-28
171,2010-11-28,2010,12,NYG,24.0,20.0,JAX,NYG,-7.5,44.0,4.0,NYG,NYG2010-11-28
172,2010-11-28,2010,12,OAK,17.0,33.0,MIA,LVR,-3.0,38.0,-16.0,OAK,OAK2010-11-28
166,2010-11-28,2010,12,PHI,26.0,31.0,CHI,PHI,-3.5,43.0,-5.0,CHI,PHI2010-11-28
165,2010-11-28,2010,12,PIT,19.0,16.0,BUF,PIT,-7.0,44.0,3.0,BUF,PIT2010-11-28
173,2010-11-28,2010,12,SEA,24.0,42.0,KC,KC,-2.0,45.0,-18.0,SEA,SEA2010-11-28
164,2010-11-28,2010,12,TB,10.0,17.0,BAL,BAL,-7.5,41.5,-7.0,BAL,TB2010-11-28
169,2010-11-28,2010,12,TEN,0.0,20.0,HOU,HOU,-5.0,46.5,-20.0,HOU,TEN2010-11-28
174,2010-11-28,2010,12,WAS,13.0,17.0,MIN,MIN,-2.5,44.0,-4.0,WAS,WAS2010-11-28
175,2010-11-29,2010,12,ARI,6.0,27.0,SF,SF,-2.0,42.0,-21.0,ARI,ARI2010-11-29
175,2010-11-29,2010,12,SF,27.0,6.0,ARI,SF,-2.0,42.0,21.0,ARI,SF2010-11-29
176,2010-12-02,2010,13,HOU,24.0,34.0,PHI,PHI,-8.0,49.5,-10.0,PHI,HOU2010-12-02
176,2010-12-02,2010,13,PHI,34.0,24.0,HOU,PHI,-8.0,49.5,10.0,PHI,PHI2010-12-02
177,2010-12-05,2010,13,ARI,6.0,19.0,LAR,LAR,-3.5,44.0,-13.0,ARI,ARI2010-12-05
189,2010-12-05,2010,13,ATL,28.0,24.0,TB,ATL,-3.0,43.5,4.0,TB,ATL2010-12-05
178,2010-12-05,2010,13,BAL,10.0,13.0,PIT,BAL,-3.0,39.0,-3.0,BAL,BAL2010-12-05
185,2010-12-05,2010,13,BUF,14.0,38.0,MIN,MIN,-5.0,44.0,-24.0,MIN,BUF2010-12-05
188,2010-12-05,2010,13,CAR,14.0,31.0,SEA,SEA,-5.0,40.0,-17.0,SEA,CAR2010-12-05
180,2010-12-05,2010,13,CHI,24.0,20.0,DET,CHI,-5.5,43.5,4.0,DET,CHI2010-12-05
179,2010-12-05,2010,13,CIN,30.0,34.0,NO,NO,-7.0,45.5,-4.0,CIN,CIN2010-12-05
184,2010-12-05,2010,13,CLE,13.0,10.0,MIA,MIA,-6.0,43.5,3.0,MIA,CLE2010-12-05
182,2010-12-05,2010,13,DAL,38.0,35.0,IND,IND,-5.5,48.0,3.0,IND,DAL2010-12-05
183,2010-12-05,2010,13,DEN,6.0,10.0,KC,KC,-8.0,48.5,-4.0,KC,DEN2010-12-05
180,2010-12-05,2010,13,DET,20.0,24.0,CHI,CHI,-5.5,43.5,-4.0,DET,DET2010-12-05
181,2010-12-05,2010,13,GB,34.0,16.0,SF,GB,-9.0,41.0,18.0,GB,GB2010-12-05
182,2010-12-05,2010,13,IND,35.0,38.0,DAL,IND,-5.5,48.0,-3.0,IND,IND2010-12-05
190,2010-12-05,2010,13,JAX,17.0,6.0,TEN,TEN,-3.0,43.5,11.0,TEN,JAX2010-12-05
183,2010-12-05,2010,13,KC,10.0,6.0,DEN,KC,-8.0,48.5,4.0,KC,KC2010-12-05
187,2010-12-05,2010,13,LAC,13.0,28.0,OAK,LAC,-13.0,44.5,-15.0,LAC,LAC2010-12-05
177,2010-12-05,2010,13,LAR,19.0,6.0,ARI,LAR,-3.5,44.0,13.0,ARI,LAR2010-12-05
184,2010-12-05,2010,13,MIA,10.0,13.0,CLE,MIA,-6.0,43.5,-3.0,MIA,MIA2010-12-05
185,2010-12-05,2010,13,MIN,38.0,14.0,BUF,MIN,-5.0,44.0,24.0,MIN,MIN2010-12-05
179,2010-12-05,2010,13,NO,34.0,30.0,CIN,NO,-7.0,45.5,4.0,CIN,NO2010-12-05
186,2010-12-05,2010,13,NYG,31.0,7.0,WAS,NYG,-7.5,43.0,24.0,NYG,NYG2010-12-05
187,2010-12-05,2010,13,OAK,28.0,13.0,LAC,LAC,-13.0,44.5,15.0,LAC,OAK2010-12-05
178,2010-12-05,2010,13,PIT,13.0,10.0,BAL,BAL,-3.0,39.0,3.0,BAL,PIT2010-12-05
188,2010-12-05,2010,13,SEA,31.0,14.0,CAR,SEA,-5.0,40.0,17.0,SEA,SEA2010-12-05
181,2010-12-05,2010,13,SF,16.0,34.0,GB,GB,-9.0,41.0,-18.0,GB,SF2010-12-05
189,2010-12-05,2010,13,TB,24.0,28.0,ATL,ATL,-3.0,43.5,-4.0,TB,TB2010-12-05
190,2010-12-05,2010,13,TEN,6.0,17.0,JAX,TEN,-3.0,43.5,-11.0,TEN,TEN2010-12-05
186,2010-12-05,2010,13,WAS,7.0,31.0,NYG,NYG,-7.5,43.0,-24.0,NYG,WAS2010-12-05
191,2010-12-06,2010,13,NE,45.0,3.0,NYJ,NE,-4.0,44.5,42.0,NE,NE2010-12-06
191,2010-12-06,2010,13,NYJ,3.0,45.0,NE,NE,-4.0,44.5,-42.0,NE,NYJ2010-12-06
192,2010-12-09,2010,14,IND,30.0,28.0,TEN,IND,-4.0,44.0,2.0,TEN,IND2010-12-09
192,2010-12-09,2010,14,TEN,28.0,30.0,IND,IND,-4.0,44.0,-2.0,TEN,TEN2010-12-09
193,2010-12-12,2010,14,ARI,43.0,13.0,DEN,DEN,-4.0,44.0,30.0,ARI,ARI2010-12-12
195,2010-12-12,2010,14,ATL,31.0,10.0,CAR,ATL,-7.5,41.0,21.0,CAR,ATL2010-12-12
194,2010-12-12,2010,14,BUF,13.0,6.0,CLE,PICK,0.0,39.0,7.0,BUF,BUF2010-12-12
195,2010-12-12,2010,14,CAR,10.0,31.0,ATL,ATL,-7.5,41.0,-21.0,CAR,CAR2010-12-12
196,2010-12-12,2010,14,CHI,7.0,36.0,NE,NE,-3.0,37.0,-29.0,CHI,CHI2010-12-12
202,2010-12-12,2010,14,CIN,7.0,23.0,PIT,PIT,-8.0,39.5,-16.0,PIT,CIN2010-12-12
194,2010-12-12,2010,14,CLE,6.0,13.0,BUF,PICK,0.0,39.0,-7.0,BUF,CLE2010-12-12
197,2010-12-12,2010,14,DAL,27.0,30.0,PHI,PHI,-4.0,51.0,-3.0,DAL,DAL2010-12-12
193,2010-12-12,2010,14,DEN,13.0,43.0,ARI,DEN,-4.0,44.0,-30.0,ARI,DEN2010-12-12
198,2010-12-12,2010,14,DET,7.0,3.0,GB,GB,-7.0,46.0,4.0,DET,DET2010-12-12
198,2010-12-12,2010,14,GB,3.0,7.0,DET,GB,-7.0,46.0,-4.0,DET,GB2010-12-12
199,2010-12-12,2010,14,JAX,38.0,31.0,OAK,JAX,-3.5,41.5,7.0,JAX,JAX2010-12-12
203,2010-12-12,2010,14,KC,0.0,31.0,LAC,LAC,-10.0,45.5,-31.0,LAC,KC2010-12-12
203,2010-12-12,2010,14,LAC,31.0,0.0,KC,LAC,-10.0,45.5,31.0,LAC,LAC2010-12-12
200,2010-12-12,2010,14,LAR,13.0,31.0,NO,NO,-9.0,47.0,-18.0,NO,LAR2010-12-12
201,2010-12-12,2010,14,MIA,10.0,6.0,NYJ,NYJ,-5.5,38.0,4.0,NYJ,MIA2010-12-12
196,2010-12-12,2010,14,NE,36.0,7.0,CHI,NE,-3.0,37.0,29.0,CHI,NE2010-12-12
200,2010-12-12,2010,14,NO,31.0,13.0,LAR,NO,-9.0,47.0,18.0,NO,NO2010-12-12
201,2010-12-12,2010,14,NYJ,6.0,10.0,MIA,NYJ,-5.5,38.0,-4.0,NYJ,NYJ2010-12-12
199,2010-12-12,2010,14,OAK,31.0,38.0,JAX,JAX,-3.5,41.5,-7.0,JAX,OAK2010-12-12
197,2010-12-12,2010,14,PHI,30.0,27.0,DAL,PHI,-4.0,51.0,3.0,DAL,PHI2010-12-12
202,2010-12-12,2010,14,PIT,23.0,7.0,CIN,PIT,-8.0,39.5,16.0,PIT,PIT2010-12-12
204,2010-12-12,2010,14,SEA,21.0,40.0,SF,SF,-5.0,43.0,-19.0,SF,SEA2010-12-12
204,2010-12-12,2010,14,SF,40.0,21.0,SEA,SF,-5.0,43.0,19.0,SF,SF2010-12-12
205,2010-12-12,2010,14,TB,17.0,16.0,WAS,TB,-1.5,41.5,1.0,WAS,TB2010-12-12
205,2010-12-12,2010,14,WAS,16.0,17.0,TB,TB,-1.5,41.5,-1.0,WAS,WAS2010-12-12
206,2010-12-13,2010,14,BAL,34.0,28.0,HOU,BAL,-3.0,47.0,6.0,HOU,BAL2010-12-13
206,2010-12-13,2010,14,HOU,28.0,34.0,BAL,BAL,-3.0,47.0,-6.0,HOU,HOU2010-12-13
207,2010-12-13,2010,14,MIN,3.0,21.0,NYG,NYG,-5.5,44.0,-18.0,MIN,MIN2010-12-13
207,2010-12-13,2010,14,NYG,21.0,3.0,MIN,NYG,-5.5,44.0,18.0,MIN,NYG2010-12-13
208,2010-12-16,2010,15,LAC,34.0,7.0,SF,LAC,-10.5,45.0,27.0,LAC,LAC2010-12-16
208,2010-12-16,2010,15,SF,7.0,34.0,LAC,LAC,-10.5,45.0,-27.0,LAC,SF2010-12-16
210,2010-12-19,2010,15,ARI,12.0,19.0,CAR,CAR,-2.5,37.5,-7.0,CAR,ARI2010-12-19
219,2010-12-19,2010,15,ATL,34.0,18.0,SEA,ATL,-6.0,46.5,16.0,SEA,ATL2010-12-19
209,2010-12-19,2010,15,BAL,30.0,24.0,NO,BAL,-2.5,44.5,6.0,BAL,BAL2010-12-19
214,2010-12-19,2010,15,BUF,17.0,14.0,MIA,MIA,-5.5,40.0,3.0,MIA,BUF2010-12-19
210,2010-12-19,2010,15,CAR,19.0,12.0,ARI,CAR,-2.5,37.5,7.0,CAR,CAR2010-12-19
211,2010-12-19,2010,15,CIN,19.0,17.0,CLE,PICK,0.0,41.0,2.0,CIN,CIN2010-12-19
211,2010-12-19,2010,15,CLE,17.0,19.0,CIN,PICK,0.0,41.0,-2.0,CIN,CLE2010-12-19
212,2010-12-19,2010,15,DAL,33.0,30.0,WAS,DAL,-9.5,44.5,3.0,DAL,DAL2010-12-19
217,2010-12-19,2010,15,DEN,23.0,39.0,OAK,LVR,-8.0,42.0,-16.0,OAK,DEN2010-12-19
221,2010-12-19,2010,15,DET,23.0,20.0,TB,TB,-4.0,43.0,3.0,TB,DET2010-12-19
215,2010-12-19,2010,15,GB,27.0,31.0,NE,NE,-14.5,43.5,-4.0,NE,GB2010-12-19
222,2010-12-19,2010,15,HOU,17.0,31.0,TEN,TEN,-1.0,47.0,-14.0,TEN,HOU2010-12-19
213,2010-12-19,2010,15,IND,34.0,24.0,JAX,IND,-4.5,48.0,10.0,IND,IND2010-12-19
213,2010-12-19,2010,15,JAX,24.0,34.0,IND,IND,-4.5,48.0,-10.0,IND,JAX2010-12-19
220,2010-12-19,2010,15,KC,27.0,13.0,LAR,LAR,-3.0,42.5,14.0,LAR,KC2010-12-19
220,2010-12-19,2010,15,LAR,13.0,27.0,KC,LAR,-3.0,42.5,-14.0,LAR,LAR2010-12-19
214,2010-12-19,2010,15,MIA,14.0,17.0,BUF,MIA,-5.5,40.0,-3.0,MIA,MIA2010-12-19
215,2010-12-19,2010,15,NE,31.0,27.0,GB,NE,-14.5,43.5,4.0,NE,NE2010-12-19
209,2010-12-19,2010,15,NO,24.0,30.0,BAL,BAL,-2.5,44.5,-6.0,BAL,NO2010-12-19
216,2010-12-19,2010,15,NYG,31.0,38.0,PHI,NYG,-3.0,47.0,-7.0,NYG,NYG2010-12-19
218,2010-12-19,2010,15,NYJ,22.0,17.0,PIT,PIT,-4.0,35.5,5.0,PIT,NYJ2010-12-19
217,2010-12-19,2010,15,OAK,39.0,23.0,DEN,LVR,-8.0,42.0,16.0,OAK,OAK2010-12-19
216,2010-12-19,2010,15,PHI,38.0,31.0,NYG,NYG,-3.0,47.0,7.0,NYG,PHI2010-12-19
218,2010-12-19,2010,15,PIT,17.0,22.0,NYJ,PIT,-4.0,35.5,-5.0,PIT,PIT2010-12-19
219,2010-12-19,2010,15,SEA,18.0,34.0,ATL,ATL,-6.0,46.5,-16.0,SEA,SEA2010-12-19
221,2010-12-19,2010,15,TB,20.0,23.0,DET,TB,-4.0,43.0,-3.0,TB,TB2010-12-19
222,2010-12-19,2010,15,TEN,31.0,17.0,HOU,TEN,-1.0,47.0,14.0,TEN,TEN2010-12-19
212,2010-12-19,2010,15,WAS,30.0,33.0,DAL,DAL,-9.5,44.5,-3.0,DAL,WAS2010-12-19
223,2010-12-20,2010,15,CHI,40.0,14.0,MIN,CHI,-7.0,33.0,26.0,MIN,CHI2010-12-20
223,2010-12-20,2010,15,MIN,14.0,40.0,CHI,CHI,-7.0,33.0,-26.0,MIN,MIN2010-12-20
224,2010-12-23,2010,16,CAR,3.0,27.0,PIT,PIT,-14.5,38.0,-24.0,PIT,CAR2010-12-23
224,2010-12-23,2010,16,PIT,27.0,3.0,CAR,PIT,-14.5,38.0,24.0,PIT,PIT2010-12-23
225,2010-12-25,2010,16,ARI,27.0,26.0,DAL,DAL,-7.5,45.0,1.0,ARI,ARI2010-12-25
225,2010-12-25,2010,16,DAL,26.0,27.0,ARI,DAL,-7.5,45.0,-1.0,ARI,DAL2010-12-25
229,2010-12-26,2010,16,BAL,20.0,10.0,CLE,BAL,-4.0,40.0,10.0,CLE,BAL2010-12-26
226,2010-12-26,2010,16,BUF,3.0,34.0,NE,NE,-9.0,45.5,-31.0,BUF,BUF2010-12-26
227,2010-12-26,2010,16,CHI,38.0,34.0,NYJ,CHI,-3.0,36.0,4.0,CHI,CHI2010-12-26
228,2010-12-26,2010,16,CIN,34.0,20.0,LAC,LAC,-8.0,43.5,14.0,CIN,CIN2010-12-26
229,2010-12-26,2010,16,CLE,10.0,20.0,BAL,BAL,-4.0,40.0,-10.0,CLE,CLE2010-12-26
230,2010-12-26,2010,16,DEN,24.0,23.0,HOU,HOU,-2.5,49.5,1.0,DEN,DEN2010-12-26
234,2010-12-26,2010,16,DET,34.0,27.0,MIA,MIA,-3.5,41.0,7.0,MIA,DET2010-12-26
231,2010-12-26,2010,16,GB,45.0,17.0,NYG,GB,-3.0,43.0,28.0,GB,GB2010-12-26
