,schedule_date,schedule_season,schedule_week,team_x,score,opponent_score,margin,home_team,id,date,game_number,team_y,passing_yards,rushing_yards
219,2016-10-30,2016,8,CAR,30.0,20.0,10.0,CAR,CAR2016-10-30,2016-10-30,7,CAR,212,141
220,2016-10-30,2016,8,CIN,27.0,27.0,0.0,CIN,CIN2016-10-30,2016-10-30,8,CIN,284,152
221,2016-10-30,2016,8,CLE,28.0,31.0,-3.0,CLE,CLE2016-10-30,2016-10-30,8,CLE,345,68
222,2016-10-30,2016,8,DAL,29.0,23.0,6.0,DAL,DAL2016-10-30,2016-10-30,7,DAL,287,187
223,2016-10-30,2016,8,DEN,27.0,19.0,8.0,DEN,DEN2016-10-30,2016-10-30,8,DEN,276,57
224,2016-10-30,2016,8,DET,13.0,20.0,-7.0,HOU,DET2016-10-30,2016-10-30,8,DET,240,58
225,2016-10-30,2016,8,GB,32.0,33.0,-1.0,ATL,GB2016-10-30,2016-10-30,7,GB,246,108
226,2016-10-30,2016,8,HOU,20.0,13.0,7.0,HOU,HOU2016-10-30,2016-10-30,8,HOU,186,105
227,2016-10-30,2016,8,IND,14.0,30.0,-16.0,IND,IND2016-10-30,2016-10-30,8,IND,210,105
228,2016-10-30,2016,8,KC,30.0,14.0,16.0,IND,KC2016-10-30,2016-10-30,7,KC,350,88
229,2016-10-30,2016,8,NE,41.0,25.0,16.0,BUF,NE2016-10-30,2016-10-30,8,NE,315,72
230,2016-10-30,2016,8,NO,25.0,20.0,5.0,NO,NO2016-10-30,2016-10-30,7,NO,265,123
231,2016-10-30,2016,8,NYJ,31.0,28.0,3.0,CLE,NYJ2016-10-30,2016-10-30,8,NYJ,228,171
232,2016-10-30,2016,8,OAK,30.0,24.0,6.0,TB,OAK2016-10-30,2016-10-30,8,OAK,513,128
233,2016-10-30,2016,8,PHI,23.0,29.0,-6.0,DAL,PHI2016-10-30,2016-10-30,7,PHI,202,97
234,2016-10-30,2016,8,SDG,19.0,27.0,-8.0,DEN,SDG2016-10-30,2016-10-30,8,SDG,267,123
235,2016-10-30,2016,8,SEA,20.0,25.0,-5.0,NO,SEA2016-10-30,2016-10-30,7,SEA,296,74
236,2016-10-30,2016,8,TB,24.0,30.0,-6.0,TB,TB2016-10-30,2016-10-30,7,TB,180,102
237,2016-10-30,2016,8,WAS,27.0,27.0,0.0,CIN,WAS2016-10-30,2016-10-30,8,WAS,458,100
238,2016-10-31,2016,8,CHI,20.0,10.0,10.0,CHI,CHI2016-10-31,2016-10-31,8,CHI,252,158
239,2016-10-31,2016,8,MIN,10.0,20.0,-10.0,CHI,MIN2016-10-31,2016-10-31,7,MIN,228,57
240,2016-11-03,2016,9,ATL,43.0,28.0,15.0,TB,ATL2016-11-03,2016-11-03,9,ATL,344,136
241,2016-11-03,2016,9,TB,28.0,43.0,-15.0,TB,TB2016-11-03,2016-11-03,8,TB,336,70
242,2016-11-06,2016,9,BAL,21.0,14.0,7.0,BAL,BAL2016-11-06,2016-11-06,8,BAL,250,50
243,2016-11-06,2016,9,CAR,13.0,10.0,3.0,LAR,CAR2016-11-06,2016-11-06,8,CAR,225,59
244,2016-11-06,2016,9,CLE,10.0,35.0,-25.0,CLE,CLE2016-11-06,2016-11-06,9,CLE,203,45
245,2016-11-06,2016,9,DAL,35.0,10.0,25.0,CLE,DAL2016-11-06,2016-11-06,8,DAL,255,168
246,2016-11-06,2016,9,DEN,20.0,30.0,-10.0,OAK,DEN2016-11-06,2016-11-06,9,DEN,283,33
247,2016-11-06,2016,9,DET,22.0,16.0,6.0,MIN,DET2016-11-06,2016-11-06,9,DET,219,97
248,2016-11-06,2016,9,GB,26.0,31.0,-5.0,GB,GB2016-11-06,2016-11-06,8,GB,297,116
249,2016-11-06,2016,9,IND,31.0,26.0,5.0,GB,IND2016-11-06,2016-11-06,9,IND,281,85
250,2016-11-06,2016,9,JAX,14.0,19.0,-5.0,KC,JAX2016-11-06,2016-11-06,8,JAX,252,205
251,2016-11-06,2016,9,KC,19.0,14.0,5.0,KC,KC2016-11-06,2016-11-06,8,KC,187,62
252,2016-11-06,2016,9,LAR,10.0,13.0,-3.0,LAR,LAR2016-11-06,2016-11-06,8,LAR,296,59
253,2016-11-06,2016,9,MIA,27.0,23.0,4.0,MIA,MIA2016-11-06,2016-11-06,8,MIA,149,137
254,2016-11-06,2016,9,MIN,16.0,22.0,-6.0,MIN,MIN2016-11-06,2016-11-06,8,MIN,273,78
255,2016-11-06,2016,9,NO,41.0,23.0,18.0,SF,NO2016-11-06,2016-11-06,8,NO,323,248
256,2016-11-06,2016,9,NYG,28.0,23.0,5.0,NYG,NYG2016-11-06,2016-11-06,8,NYG,257,54
257,2016-11-06,2016,9,NYJ,23.0,27.0,-4.0,MIA,NYJ2016-11-06,2016-11-06,9,NYJ,213,140
258,2016-11-06,2016,9,OAK,30.0,20.0,10.0,OAK,OAK2016-11-06,2016-11-06,9,OAK,184,218
259,2016-11-06,2016,9,PHI,23.0,28.0,-5.0,NYG,PHI2016-11-06,2016-11-06,8,PHI,364,96
260,2016-11-06,2016,9,PIT,14.0,21.0,-7.0,BAL,PIT2016-11-06,2016-11-06,8,PIT,264,36
261,2016-11-06,2016,9,SDG,43.0,35.0,8.0,SDG,SDG2016-11-06,2016-11-06,9,SDG,275,208
262,2016-11-06,2016,9,SF,23.0,41.0,-18.0,SF,SF2016-11-06,2016-11-06,8,SF,398,93
263,2016-11-06,2016,9,TEN,35.0,43.0,-8.0,SDG,TEN2016-11-06,2016-11-06,9,TEN,313,80
264,2016-11-07,2016,9,BUF,25.0,31.0,-6.0,SEA,BUF2016-11-07,2016-11-07,9,BUF,289,162
265,2016-11-07,2016,9,SEA,31.0,25.0,6.0,SEA,SEA2016-11-07,2016-11-07,8,SEA,282,33
266,2016-11-10,2016,10,BAL,28.0,7.0,21.0,BAL,BAL2016-11-10,2016-11-10,9,BAL,296,119
267,2016-11-10,2016,10,CLE,7.0,28.0,-21.0,BAL,CLE2016-11-10,2016-11-10,10,CLE,150,33
268,2016-11-13,2016,10,ARI,23.0,20.0,3.0,ARI,ARI2016-11-13,2016-11-13,9,ARI,376,80
269,2016-11-13,2016,10,ATL,15.0,24.0,-9.0,PHI,ATL2016-11-13,2016-11-13,10,ATL,267,48
270,2016-11-13,2016,10,CAR,17.0,20.0,-3.0,CAR,CAR2016-11-13,2016-11-13,9,CAR,261,99
271,2016-11-13,2016,10,CHI,10.0,36.0,-26.0,TB,CHI2016-11-13,2016-11-13,9,CHI,182,122
272,2016-11-13,2016,10,DAL,35.0,30.0,5.0,PIT,DAL2016-11-13,2016-11-13,9,DAL,319,127
273,2016-11-13,2016,10,DEN,25.0,23.0,2.0,NO,DEN2016-11-13,2016-11-13,10,DEN,258,103
274,2016-11-13,2016,10,GB,25.0,47.0,-22.0,TEN,GB2016-11-13,2016-11-13,9,GB,379,69
275,2016-11-13,2016,10,HOU,24.0,21.0,3.0,JAX,HOU2016-11-13,2016-11-13,9,HOU,99,181
276,2016-11-13,2016,10,JAX,21.0,24.0,-3.0,JAX,JAX2016-11-13,2016-11-13,9,JAX,265,80
277,2016-11-13,2016,10,KC,20.0,17.0,3.0,CAR,KC2016-11-13,2016-11-13,9,KC,178,91
278,2016-11-13,2016,10,LAR,9.0,6.0,3.0,NYJ,LAR2016-11-13,2016-11-13,9,LAR,165,125
279,2016-11-13,2016,10,MIA,31.0,24.0,7.0,SDG,MIA2016-11-13,2016-11-13,9,MIA,240,106
280,2016-11-13,2016,10,MIN,20.0,26.0,-6.0,WAS,MIN2016-11-13,2016-11-13,9,MIN,307,47
281,2016-11-13,2016,10,NE,24.0,31.0,-7.0,NE,NE2016-11-13,2016-11-13,9,NE,316,81
282,2016-11-13,2016,10,NO,23.0,25.0,-2.0,NO,NO2016-11-13,2016-11-13,9,NO,303,80
283,2016-11-13,2016,10,NYJ,6.0,9.0,-3.0,NYJ,NYJ2016-11-13,2016-11-13,10,NYJ,163,139
284,2016-11-13,2016,10,PHI,24.0,15.0,9.0,PHI,PHI2016-11-13,2016-11-13,9,PHI,231,208
285,2016-11-13,2016,10,PIT,30.0,35.0,-5.0,PIT,PIT2016-11-13,2016-11-13,9,PIT,408,48
286,2016-11-13,2016,10,SDG,24.0,31.0,-7.0,SDG,SDG2016-11-13,2016-11-13,10,SDG,326,70
287,2016-11-13,2016,10,SEA,31.0,24.0,7.0,NE,SEA2016-11-13,2016-11-13,9,SEA,348,96
288,2016-11-13,2016,10,SF,20.0,23.0,-3.0,ARI,SF2016-11-13,2016-11-13,9,SF,210,83
289,2016-11-13,2016,10,TB,36.0,10.0,26.0,TB,TB2016-11-13,2016-11-13,9,TB,312,80
290,2016-11-13,2016,10,TEN,47.0,25.0,22.0,TEN,TEN2016-11-13,2016-11-13,10,TEN,305,154
291,2016-11-13,2016,10,WAS,26.0,20.0,6.0,WAS,WAS2016-11-13,2016-11-13,9,WAS,262,128
292,2016-11-14,2016,10,CIN,20.0,21.0,-1.0,NYG,CIN2016-11-14,2016-11-14,9,CIN,204,78
293,2016-11-14,2016,10,NYG,21.0,20.0,1.0,NYG,NYG2016-11-14,2016-11-14,9,NYG,240,122
294,2016-11-17,2016,11,CAR,23.0,20.0,3.0,CAR,CAR2016-11-17,2016-11-17,10,CAR,192,50
295,2016-11-17,2016,11,NO,20.0,23.0,-3.0,CAR,NO2016-11-17,2016-11-17,10,NO,285,107
296,2016-11-20,2016,11,ARI,24.0,30.0,-6.0,MIN,ARI2016-11-20,2016-11-20,10,ARI,198,135
297,2016-11-20,2016,11,BAL,17.0,27.0,-10.0,DAL,BAL2016-11-20,2016-11-20,10,BAL,269,101
298,2016-11-20,2016,11,BUF,16.0,12.0,4.0,CIN,BUF2016-11-20,2016-11-20,10,BUF,166,183
299,2016-11-20,2016,11,CHI,16.0,22.0,-6.0,NYG,CHI2016-11-20,2016-11-20,10,CHI,252,93
300,2016-11-20,2016,11,CIN,12.0,16.0,-4.0,CIN,CIN2016-11-20,2016-11-20,10,CIN,207,93
301,2016-11-20,2016,11,CLE,9.0,24.0,-15.0,CLE,CLE2016-11-20,2016-11-20,11,CLE,246,33
302,2016-11-20,2016,11,DAL,27.0,17.0,10.0,DAL,DAL2016-11-20,2016-11-20,10,DAL,301,118
303,2016-11-20,2016,11,DET,26.0,19.0,7.0,DET,DET2016-11-20,2016-11-20,10,DET,278,14
304,2016-11-20,2016,11,GB,24.0,42.0,-18.0,WAS,GB2016-11-20,2016-11-20,10,GB,360,84
305,2016-11-20,2016,11,IND,24.0,17.0,7.0,IND,IND2016-11-20,2016-11-20,10,IND,262,76
306,2016-11-20,2016,11,JAX,19.0,26.0,-7.0,DET,JAX2016-11-20,2016-11-20,10,JAX,202,83
307,2016-11-20,2016,11,KC,17.0,19.0,-2.0,KC,KC2016-11-20,2016-11-20,10,KC,261,82
308,2016-11-20,2016,11,LAR,10.0,14.0,-4.0,LAR,LAR2016-11-20,2016-11-20,10,LAR,134,102
309,2016-11-20,2016,11,MIA,14.0,10.0,4.0,LAR,MIA2016-11-20,2016-11-20,10,MIA,172,98
310,2016-11-20,2016,11,MIN,30.0,24.0,6.0,MIN,MIN2016-11-20,2016-11-20,10,MIN,169,72
311,2016-11-20,2016,11,NE,30.0,17.0,13.0,SF,NE2016-11-20,2016-11-20,10,NE,280,171
312,2016-11-20,2016,11,NYG,22.0,16.0,6.0,NYG,NYG2016-11-20,2016-11-20,10,NYG,227,102
313,2016-11-20,2016,11,PHI,15.0,26.0,-11.0,SEA,PHI2016-11-20,2016-11-20,10,PHI,218,113
314,2016-11-20,2016,11,PIT,24.0,9.0,15.0,CLE,PIT2016-11-20,2016-11-20,10,PIT,167,146
315,2016-11-20,2016,11,SEA,26.0,15.0,11.0,SEA,SEA2016-11-20,2016-11-20,10,SEA,287,152
316,2016-11-20,2016,11,SF,17.0,30.0,-13.0,SF,SF2016-11-20,2016-11-20,10,SF,206,122
317,2016-11-20,2016,11,TB,19.0,17.0,2.0,KC,TB2016-11-20,2016-11-20,10,TB,331,116
318,2016-11-20,2016,11,TEN,17.0,24.0,-7.0,IND,TEN2016-11-20,2016-11-20,11,TEN,290,97
319,2016-11-20,2016,11,WAS,42.0,24.0,18.0,WAS,WAS2016-11-20,2016-11-20,10,WAS,375,151
320,2016-11-21,2016,11,HOU,20.0,27.0,-7.0,OAK,HOU2016-11-21,2016-11-21,10,HOU,243,124
321,2016-11-21,2016,11,OAK,27.0,20.0,7.0,OAK,OAK2016-11-21,2016-11-21,10,OAK,295,30
322,2016-11-24,2016,12,DAL,31.0,26.0,5.0,DAL,DAL2016-11-24,2016-11-24,11,DAL,195,163
323,2016-11-24,2016,12,DET,16.0,13.0,3.0,DET,DET2016-11-24,2016-11-24,11,DET,232,94
324,2016-11-24,2016,12,IND,7.0,28.0,-21.0,IND,IND2016-11-24,2016-11-24,11,IND,240,91
325,2016-11-24,2016,12,MIN,13.0,16.0,-3.0,DET,MIN2016-11-24,2016-11-24,11,MIN,224,82
326,2016-11-24,2016,12,PIT,28.0,7.0,21.0,IND,PIT2016-11-24,2016-11-24,11,PIT,221,148
327,2016-11-24,2016,12,WAS,26.0,31.0,-5.0,DAL,WAS2016-11-24,2016-11-24,11,WAS,449,56
328,2016-11-27,2016,12,ARI,19.0,38.0,-19.0,ATL,ARI2016-11-27,2016-11-27,11,ARI,289,58
329,2016-11-27,2016,12,ATL,38.0,19.0,19.0,ATL,ATL2016-11-27,2016-11-27,11,ATL,269,116
330,2016-11-27,2016,12,BAL,19.0,14.0,5.0,BAL,BAL2016-11-27,2016-11-27,11,BAL,234,92
331,2016-11-27,2016,12,BUF,28.0,21.0,7.0,BUF,BUF2016-11-27,2016-11-27,11,BUF,166,153
332,2016-11-27,2016,12,CAR,32.0,35.0,-3.0,OAK,CAR2016-11-27,2016-11-27,11,CAR,246,129
333,2016-11-27,2016,12,CHI,21.0,27.0,-6.0,CHI,CHI2016-11-27,2016-11-27,11,CHI,316,95
334,2016-11-27,2016,12,CIN,14.0,19.0,-5.0,BAL,CIN2016-11-27,2016-11-27,11,CIN,283,64
335,2016-11-27,2016,12,CLE,13.0,27.0,-14.0,CLE,CLE2016-11-27,2016-11-27,12,CLE,322,58
336,2016-11-27,2016,12,DEN,27.0,30.0,-3.0,DEN,DEN2016-11-27,2016-11-27,11,DEN,368,124
337,2016-11-27,2016,12,HOU,13.0,21.0,-8.0,HOU,HOU2016-11-27,2016-11-27,11,HOU,246,114
338,2016-11-27,2016,12,JAX,21.0,28.0,-7.0,BUF,JAX2016-11-27,2016-11-27,11,JAX,126,183
339,2016-11-27,2016,12,KC,30.0,27.0,3.0,DEN,KC2016-11-27,2016-11-27,11,KC,220,83
340,2016-11-27,2016,12,LAR,21.0,49.0,-28.0,NO,LAR2016-11-27,2016-11-27,11,LAR,214,69
341,2016-11-27,2016,12,MIA,31.0,24.0,7.0,MIA,MIA2016-11-27,2016-11-27,11,MIA,285,95
342,2016-11-27,2016,12,NE,22.0,17.0,5.0,NYJ,NE2016-11-27,2016-11-27,11,NE,286,91
343,2016-11-27,2016,12,NO,49.0,21.0,28.0,NO,NO2016-11-27,2016-11-27,11,NO,360,209
344,2016-11-27,2016,12,NYG,27.0,13.0,14.0,CLE,NYG2016-11-27,2016-11-27,11,NYG,194,104
345,2016-11-27,2016,12,NYJ,17.0,22.0,-5.0,NYJ,NYJ2016-11-27,2016-11-27,11,NYJ,269,64
346,2016-11-27,2016,12,OAK,35.0,32.0,3.0,OAK,OAK2016-11-27,2016-11-27,11,OAK,315,56
347,2016-11-27,2016,12,SDG,21.0,13.0,8.0,HOU,SDG2016-11-27,2016-11-27,11,SDG,242,67
348,2016-11-27,2016,12,SEA,5.0,14.0,-9.0,TB,SEA2016-11-27,2016-11-27,11,SEA,151,127
349,2016-11-27,2016,12,SF,24.0,31.0,-7.0,MIA,SF2016-11-27,2016-11-27,11,SF,296,193
350,2016-11-27,2016,12,TB,14.0,5.0,9.0,TB,TB2016-11-27,2016-11-27,11,TB,220,118
351,2016-11-27,2016,12,TEN,27.0,21.0,6.0,CHI,TEN2016-11-27,2016-11-27,12,TEN,226,149
352,2016-11-28,2016,12,GB,27.0,13.0,14.0,PHI,GB2016-11-28,2016-11-28,11,GB,313,74
353,2016-11-28,2016,12,PHI,13.0,27.0,-14.0,PHI,PHI2016-11-28,2016-11-28,11,PHI,254,81
354,2016-12-01,2016,13,DAL,17.0,15.0,2.0,MIN,DAL2016-12-01,2016-12-01,12,DAL,139,140
355,2016-12-01,2016,13,MIN,15.0,17.0,-2.0,MIN,MIN2016-12-01,2016-12-01,12,MIN,253,87
356,2016-12-04,2016,13,ARI,31.0,23.0,8.0,ARI,ARI2016-12-04,2016-12-04,12,ARI,300,88
357,2016-12-04,2016,13,ATL,28.0,29.0,-1.0,ATL,ATL2016-12-04,2016-12-04,12,ATL,297,128
358,2016-12-04,2016,13,BAL,38.0,6.0,32.0,BAL,BAL2016-12-04,2016-12-04,12,BAL,386,110
359,2016-12-04,2016,13,BUF,24.0,38.0,-14.0,OAK,BUF2016-12-04,2016-12-04,12,BUF,191,212
360,2016-12-04,2016,13,CAR,7.0,40.0,-33.0,SEA,CAR2016-12-04,2016-12-04,12,CAR,182,89
361,2016-12-04,2016,13,CHI,26.0,6.0,20.0,CHI,CHI2016-12-04,2016-12-04,12,CHI,192,142
362,2016-12-04,2016,13,CIN,32.0,14.0,18.0,CIN,CIN2016-12-04,2016-12-04,12,CIN,332,80
363,2016-12-04,2016,13,DEN,20.0,10.0,10.0,JAX,DEN2016-12-04,2016-12-04,12,DEN,104,104
364,2016-12-04,2016,13,DET,28.0,13.0,15.0,NO,DET2016-12-04,2016-12-04,12,DET,341,85
365,2016-12-04,2016,13,GB,21.0,13.0,8.0,GB,GB2016-12-04,2016-12-04,12,GB,209,109
366,2016-12-04,2016,13,HOU,13.0,21.0,-8.0,GB,HOU2016-12-04,2016-12-04,12,HOU,202,123
367,2016-12-04,2016,13,JAX,10.0,20.0,-10.0,JAX,JAX2016-12-04,2016-12-04,12,JAX,181,154
368,2016-12-04,2016,13,KC,29.0,28.0,1.0,ATL,KC2016-12-04,2016-12-04,12,KC,270,123
369,2016-12-04,2016,13,LAR,10.0,26.0,-16.0,NE,LAR2016-12-04,2016-12-04,12,LAR,161,36
370,2016-12-04,2016,13,MIA,6.0,38.0,-32.0,BAL,MIA2016-12-04,2016-12-04,12,MIA,226,62
371,2016-12-04,2016,13,NE,26.0,10.0,16.0,NE,NE2016-12-04,2016-12-04,12,NE,269,133
372,2016-12-04,2016,13,NO,13.0,28.0,-15.0,NO,NO2016-12-04,2016-12-04,12,NO,326,50
373,2016-12-04,2016,13,NYG,14.0,24.0,-10.0,PIT,NYG2016-12-04,2016-12-04,12,NYG,195,56
374,2016-12-04,2016,13,OAK,38.0,24.0,14.0,OAK,OAK2016-12-04,2016-12-04,12,OAK,260,139
375,2016-12-04,2016,13,PHI,14.0,32.0,-18.0,CIN,PHI2016-12-04,2016-12-04,12,PHI,308,53
376,2016-12-04,2016,13,PIT,24.0,14.0,10.0,PIT,PIT2016-12-04,2016-12-04,12,PIT,289,117
377,2016-12-04,2016,13,SDG,21.0,28.0,-7.0,SDG,SDG2016-12-04,2016-12-04,12,SDG,225,119
378,2016-12-04,2016,13,SEA,40.0,7.0,33.0,SEA,SEA2016-12-04,2016-12-04,12,SEA,315,240
379,2016-12-04,2016,13,SF,6.0,26.0,-20.0,CHI,SF2016-12-04,2016-12-04,12,SF,39,141
380,2016-12-04,2016,13,TB,28.0,21.0,7.0,SDG,TB2016-12-04,2016-12-04,12,TB,280,81
381,2016-12-04,2016,13,WAS,23.0,31.0,-8.0,ARI,WAS2016-12-04,2016-12-04,12,WAS,271,87
382,2016-12-05,2016,13,IND,41.0,10.0,31.0,NYJ,IND2016-12-05,2016-12-05,12,IND,289,139
383,2016-12-05,2016,13,NYJ,10.0,41.0,-31.0,NYJ,NYJ2016-12-05,2016-12-05,12,NYJ,216,36
384,2016-12-08,2016,14,KC,21.0,13.0,8.0,KC,KC2016-12-08,2016-12-08,13,KC,264,65
385,2016-12-08,2016,14,OAK,13.0,21.0,-8.0,KC,OAK2016-12-08,2016-12-08,13,OAK,117,135
386,2016-12-11,2016,14,ARI,23.0,26.0,-3.0,MIA,ARI2016-12-11,2016-12-11,13,ARI,145,175
387,2016-12-11,2016,14,ATL,42.0,14.0,28.0,LAR,ATL2016-12-11,2016-12-11,13,ATL,237,66
388,2016-12-11,2016,14,BUF,20.0,27.0,-7.0,BUF,BUF2016-12-11,2016-12-11,13,BUF,228,67
389,2016-12-11,2016,14,CAR,28.0,16.0,12.0,CAR,CAR2016-12-11,2016-12-11,13,CAR,160,126
390,2016-12-11,2016,14,CHI,17.0,20.0,-3.0,DET,CHI2016-12-11,2016-12-11,13,CHI,212,92
391,2016-12-11,2016,14,CIN,23.0,10.0,13.0,CLE,CIN2016-12-11,2016-12-11,13,CIN,180,213
392,2016-12-11,2016,14,CLE,10.0,23.0,-13.0,CLE,CLE2016-12-11,2016-12-11,13,CLE,104,169
393,2016-12-11,2016,14,DAL,7.0,10.0,-3.0,NYG,DAL2016-12-11,2016-12-11,13,DAL,165,108
394,2016-12-11,2016,14,DEN,10.0,13.0,-3.0,TEN,DEN2016-12-11,2016-12-11,13,DEN,350,18
395,2016-12-11,2016,14,DET,20.0,17.0,3.0,DET,DET2016-12-11,2016-12-11,13,DET,223,114
396,2016-12-11,2016,14,GB,38.0,10.0,28.0,GB,GB2016-12-11,2016-12-11,13,GB,246,93
397,2016-12-11,2016,14,HOU,22.0,17.0,5.0,IND,HOU2016-12-11,2016-12-11,13,HOU,147,185
398,2016-12-11,2016,14,IND,17.0,22.0,-5.0,IND,IND2016-12-11,2016-12-11,13,IND,276,83
399,2016-12-11,2016,14,JAX,16.0,25.0,-9.0,JAX,JAX2016-12-11,2016-12-11,13,JAX,257,85
400,2016-12-11,2016,14,LAR,14.0,42.0,-28.0,LAR,LAR2016-12-11,2016-12-11,13,LAR,235,104
401,2016-12-11,2016,14,MIA,26.0,23.0,3.0,MIA,MIA2016-12-11,2016-12-11,13,MIA,242,83
402,2016-12-11,2016,14,MIN,25.0,16.0,9.0,JAX,MIN2016-12-11,2016-12-11,13,MIN,292,85
403,2016-12-11,2016,14,NO,11.0,16.0,-5.0,TB,NO2016-12-11,2016-12-11,13,NO,257,46
404,2016-12-11,2016,14,NYG,10.0,7.0,3.0,NYG,NYG2016-12-11,2016-12-11,13,NYG,193,93
405,2016-12-11,2016,14,NYJ,23.0,17.0,6.0,SF,NYJ2016-12-11,2016-12-11,13,NYJ,257,188
406,2016-12-11,2016,14,PHI,22.0,27.0,-5.0,PHI,PHI2016-12-11,2016-12-11,13,PHI,314,95
407,2016-12-11,2016,14,PIT,27.0,20.0,7.0,BUF,PIT2016-12-11,2016-12-11,13,PIT,220,240
408,2016-12-11,2016,14,SDG,16.0,28.0,-12.0,CAR,SDG2016-12-11,2016-12-11,13,SDG,236,58
409,2016-12-11,2016,14,SEA,10.0,38.0,-28.0,GB,SEA2016-12-11,2016-12-11,13,SEA,240,136
410,2016-12-11,2016,14,SF,17.0,23.0,-6.0,SF,SF2016-12-11,2016-12-11,13,SF,133,248
411,2016-12-11,2016,14,TB,16.0,11.0,5.0,TB,TB2016-12-11,2016-12-11,13,TB,184,104
412,2016-12-11,2016,14,TEN,13.0,10.0,3.0,TEN,TEN2016-12-11,2016-12-11,13,TEN,88,180
413,2016-12-11,2016,14,WAS,27.0,22.0,5.0,PHI,WAS2016-12-11,2016-12-11,13,WAS,234,107
414,2016-12-12,2016,14,BAL,23.0,30.0,-7.0,NE,BAL2016-12-12,2016-12-12,13,BAL,324,42
415,2016-12-12,2016,14,NE,30.0,23.0,7.0,NE,NE2016-12-12,2016-12-12,13,NE,406,95
416,2016-12-15,2016,15,LAR,3.0,24.0,-21.0,SEA,LAR2016-12-15,2016-12-15,14,LAR,167,47
417,2016-12-15,2016,15,SEA,24.0,3.0,21.0,SEA,SEA2016-12-15,2016-12-15,14,SEA,229,72
418,2016-12-17,2016,15,MIA,34.0,13.0,21.0,NYJ,MIA2016-12-17,2016-12-17,14,MIA,236,67
419,2016-12-17,2016,15,NYJ,13.0,34.0,-21.0,NYJ,NYJ2016-12-17,2016-12-17,14,NYJ,266,116
420,2016-12-18,2016,15,ARI,41.0,48.0,-7.0,ARI,ARI2016-12-18,2016-12-18,14,ARI,318,116
421,2016-12-18,2016,15,ATL,41.0,13.0,28.0,ATL,ATL2016-12-18,2016-12-18,14,ATL,302,248
422,2016-12-18,2016,15,BAL,27.0,26.0,1.0,BAL,BAL2016-12-18,2016-12-18,14,BAL,206,151
423,2016-12-18,2016,15,BUF,33.0,13.0,20.0,BUF,BUF2016-12-18,2016-12-18,14,BUF,174,280
424,2016-12-18,2016,15,CHI,27.0,30.0,-3.0,CHI,CHI2016-12-18,2016-12-18,14,CHI,362,95
425,2016-12-18,2016,15,CIN,20.0,24.0,-4.0,CIN,CIN2016-12-18,2016-12-18,14,CIN,157,76
426,2016-12-18,2016,15,CLE,13.0,33.0,-20.0,BUF,CLE2016-12-18,2016-12-18,14,CLE,196,107
427,2016-12-18,2016,15,DAL,26.0,20.0,6.0,DAL,DAL2016-12-18,2016-12-18,14,DAL,279,185
428,2016-12-18,2016,15,DEN,3.0,16.0,-13.0,DEN,DEN2016-12-18,2016-12-18,14,DEN,282,58
429,2016-12-18,2016,15,DET,6.0,17.0,-11.0,NYG,DET2016-12-18,2016-12-18,14,DET,273,56
430,2016-12-18,2016,15,GB,30.0,27.0,3.0,CHI,GB2016-12-18,2016-12-18,14,GB,252,226
431,2016-12-18,2016,15,HOU,21.0,20.0,1.0,HOU,HOU2016-12-18,2016-12-18,14,HOU,308,79
432,2016-12-18,2016,15,IND,34.0,6.0,28.0,MIN,IND2016-12-18,2016-12-18,14,IND,250,161
433,2016-12-18,2016,15,JAX,20.0,21.0,-1.0,HOU,JAX2016-12-18,2016-12-18,14,JAX,92,67
434,2016-12-18,2016,15,KC,17.0,19.0,-2.0,KC,KC2016-12-18,2016-12-18,14,KC,163,157
435,2016-12-18,2016,15,MIN,6.0,34.0,-28.0,MIN,MIN2016-12-18,2016-12-18,14,MIN,291,34
436,2016-12-18,2016,15,NE,16.0,3.0,13.0,DEN,NE2016-12-18,2016-12-18,14,NE,188,136
437,2016-12-18,2016,15,NO,48.0,41.0,7.0,ARI,NO2016-12-18,2016-12-18,14,NO,389,130
438,2016-12-18,2016,15,NYG,17.0,6.0,11.0,NYG,NYG2016-12-18,2016-12-18,14,NYG,201,114
439,2016-12-18,2016,15,OAK,19.0,16.0,3.0,SDG,OAK2016-12-18,2016-12-18,14,OAK,213,145
440,2016-12-18,2016,15,PHI,26.0,27.0,-1.0,BAL,PHI2016-12-18,2016-12-18,14,PHI,170,169
441,2016-12-18,2016,15,PIT,24.0,20.0,4.0,CIN,PIT2016-12-18,2016-12-18,14,PIT,286,97
442,2016-12-18,2016,15,SDG,16.0,19.0,-3.0,SDG,SDG2016-12-18,2016-12-18,14,SDG,206,73
443,2016-12-18,2016,15,SF,13.0,41.0,-28.0,ATL,SF2016-12-18,2016-12-18,14,SF,183,107
444,2016-12-18,2016,15,TB,20.0,26.0,-6.0,DAL,TB2016-12-18,2016-12-18,14,TB,247,52
445,2016-12-18,2016,15,TEN,19.0,17.0,2.0,KC,TEN2016-12-18,2016-12-18,14,TEN,241,148
446,2016-12-19,2016,15,CAR,26.0,15.0,11.0,WAS,CAR2016-12-19,2016-12-19,14,CAR,300,148
447,2016-12-19,2016,15,WAS,15.0,26.0,-11.0,WAS,WAS2016-12-19,2016-12-19,14,WAS,315,29
448,2016-12-22,2016,16,NYG,19.0,24.0,-5.0,PHI,NYG2016-12-22,2016-12-22,15,NYG,356,114
